dataset_name,subject_id,fold_id,channel_index,channel_name,abs_mean_weight,signed_mean_weight,l2_weight,accuracy,balanced_accuracy,prediction_histogram,collapse_ratio,collapse_flag,spatial_delta_l2,spatial_delta_max_abs,spatial_relative_delta,spatial_changed
Stieger2021,1,1,0,Fp1,0.03066798,-0.00657246,0.03265176,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,1,Fpz,0.05015882,-0.0227542,0.0516955,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,2,Fp2,0.03585376,0.01736442,0.03669168,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,3,AF3,0.06964486,-0.03170817,0.07982893,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,4,AF4,0.05827138,0.02814003,0.06581584,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,5,F7,0.1619544,0.08307149,0.18424957,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,6,F5,0.14840361,0.03879773,0.1570407,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,7,F3,0.09758194,0.00582031,0.10237775,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,8,F1,0.10596093,-0.10596093,0.11045445,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,9,Fz,0.085158,0.05708496,0.10436017,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,10,F2,0.0757308,0.01597656,0.07822918,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,11,F4,0.06765722,0.03382597,0.07931747,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,12,F6,0.10127776,0.04714121,0.11777285,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,13,F8,0.12439491,0.05962364,0.15611649,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,14,FT7,0.10562813,-0.10562813,0.11157715,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,15,FC5,0.08594256,0.05972768,0.09110748,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,16,FC3,0.06924981,0.06098606,0.0890463,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,17,FC1,0.0742539,0.06526306,0.0957527,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,18,FCz,0.11334617,-0.0226705,0.11908922,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,19,FC2,0.11866478,0.08151618,0.1520531,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,20,FC4,0.05785207,0.04066716,0.07380505,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,21,FC6,0.14075044,-0.01016673,0.14478309,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,22,FT8,0.0794577,-0.00156063,0.09165888,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,23,T7,0.02867535,-0.01059105,0.03730693,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,24,C5,0.09744099,0.06433091,0.09933773,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,25,C3,0.17614016,0.11190528,0.18961801,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,26,C1,0.060119,-0.00812859,0.069135,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,27,Cz,0.06788786,-0.05749754,0.08161354,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,28,C2,0.09394695,-0.09394695,0.10380904,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,29,C4,0.10867117,0.07237609,0.13211907,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,30,C6,0.0564932,-0.0564932,0.08869579,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,31,T8,0.03643284,-0.01431604,0.03800268,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,32,TP7,0.03675872,0.03675872,0.03900733,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,33,CP5,0.05145967,-0.02463574,0.06252899,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,34,CP3,0.11254267,-0.04753011,0.11434839,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,35,CP1,0.0512225,-0.01256977,0.06998547,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,36,CPz,0.06349762,0.05322528,0.06850244,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,37,CP2,0.07401478,0.0355248,0.07926415,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,38,CP4,0.06483133,-0.06483133,0.0658824,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,39,CP6,0.06559205,0.06559205,0.08657808,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,40,TP8,0.04224332,0.03607812,0.05749151,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,41,P7,0.06996201,-0.05694311,0.07932132,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,42,P5,0.04170404,0.0205829,0.04182855,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,43,P3,0.05976285,0.05976285,0.06440765,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,44,P1,0.07008725,-0.07008725,0.07392259,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,45,Pz,0.04885524,0.00732571,0.05342611,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,46,P2,0.07941113,0.03752485,0.11511602,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,47,P4,0.1464396,0.09154633,0.18093942,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,48,P6,0.10171226,-0.10171226,0.10325149,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,49,P8,0.08186571,0.07105259,0.1083859,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,50,PO7,0.02013098,0.01192314,0.02647563,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,51,PO5,0.07599656,0.05407542,0.13005555,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,52,PO3,0.14031395,-0.06762493,0.16516754,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,53,POz,0.06041511,0.01762834,0.06345987,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,54,PO4,0.06444872,0.05739937,0.08359318,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,55,PO6,0.0987392,-0.02360611,0.10513826,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,56,PO8,0.07153662,-0.00169674,0.08810987,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,57,O1,0.04715481,-0.02601725,0.06620914,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,58,Oz,0.07401562,0.00957732,0.08123681,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,1,59,O2,0.09570055,0.04985686,0.09922103,0.8173719376391982,0.81729853116316,"[220, 229]",0.51002227,False,1.39961753,0.2795848,1.22827318,True
Stieger2021,1,2,0,Fp1,0.02229014,0.01010525,0.02899281,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,1,Fpz,0.0402141,-0.00186148,0.04209229,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,2,Fp2,0.03059035,-0.02471285,0.04113011,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,3,AF3,0.08692352,0.00634526,0.08963364,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,4,AF4,0.04988806,0.02872031,0.05545674,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,5,F7,0.17415352,0.04435258,0.20228258,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,6,F5,0.07831411,0.03077466,0.09760597,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,7,F3,0.05417541,0.02648344,0.06642783,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,8,F1,0.08232207,-0.08232207,0.08278529,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,9,Fz,0.06577689,0.06577689,0.08828387,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,10,F2,0.06963734,0.04265424,0.07283892,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,11,F4,0.10043932,0.02542776,0.1132879,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,12,F6,0.09301028,0.02022366,0.12141761,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,13,F8,0.09898922,0.01986115,0.10760487,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,14,FT7,0.13358997,-0.12655821,0.17681918,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,15,FC5,0.07393447,0.07393447,0.08424188,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,16,FC3,0.12783867,0.04805332,0.13839799,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,17,FC1,0.10850749,0.04223871,0.11814748,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,18,FCz,0.1349687,-0.02710801,0.14556074,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,19,FC2,0.07207057,0.07018134,0.11468744,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,20,FC4,0.04955929,-0.01180554,0.06511219,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,21,FC6,0.1303976,0.00122584,0.14063613,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,22,FT8,0.06945766,0.06945766,0.07606936,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,23,T7,0.04257229,-0.00725392,0.05814819,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,24,C5,0.04732598,0.04732598,0.05943254,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,25,C3,0.10723959,0.0874716,0.12304436,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,26,C1,0.07021561,0.00124355,0.08517112,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,27,Cz,0.11093197,-0.0924718,0.14531061,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,28,C2,0.10023793,-0.07218967,0.11275961,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,29,C4,0.13350894,0.08609302,0.16241473,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,30,C6,0.07860629,0.07860629,0.08440144,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,31,T8,0.02439176,-0.00867457,0.0261758,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,32,TP7,0.03152071,0.03152071,0.03583494,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,33,CP5,0.06399777,0.04614174,0.06899454,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
Stieger2021,1,2,34,CP3,0.11571682,-0.06260056,0.12378056,0.8240534521158129,0.823670107185391,"[213, 236]",0.52561247,False,1.56075238,0.28264409,1.36968154,True
